param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_momentum,split0_test_score,rank_test_score,split0_train_score
0.0001,"(100, 100)",adaptive,0.0005,0.2,0.36,5419,0.3
0.0001,"(100, 75)",constant,0.0005,0.1,0.36,5419,0.3
0.0001,"(100, 50)",invscaling,0.0001,1,0.36,5419,0.3
1E-05,100,invscaling,0.005,0.2,0.36,5419,0.3
1E-05,75,constant,0.0005,0.5,0.36,5419,0.3
1E-05,25,adaptive,0.0001,0.7,0.36,5419,0.3
1E-05,"(100, 75)",invscaling,0.005,0,0.36,5419,0.3
1E-05,"(75, 25)",constant,0.0005,0.4,0.36,5419,0.3
1E-05,"(50, 25)",adaptive,0.0001,0,0.36,5419,0.3
1E-06,100,adaptive,0.0001,0.7,0.36,5419,0.3
1E-06,100,adaptive,0.0001,0.9,0.36,5419,0.3
1E-06,75,invscaling,0.005,0.1,0.36,5419,0.3
1E-06,25,invscaling,0.01,0,0.36,5419,0.3
1E-06,25,invscaling,0.01,0.7,0.36,5419,0.3
1E-06,"(100, 75)",adaptive,0.0001,0.9,0.36,5419,0.3
1E-06,"(75, 75)",invscaling,0.0005,0.5,0.36,5419,0.3
1E-06,"(75, 75)",invscaling,0.005,0.2,0.36,5419,0.3
1E-06,"(25, 100)",constant,0.0005,0.2,0.36,5419,0.3
1E-07,75,constant,0.0001,0.3,0.36,5419,0.3
1E-07,50,adaptive,0.0001,0.1,0.36,5419,0.3
1E-07,"(75, 75)",constant,0.0001,0.7,0.36,5419,0.3
1E-07,"(50, 75)",constant,0.0005,0.3,0.36,5419,0.3
1E-07,"(50, 50)",invscaling,0.005,0,0.36,5419,0.3
0,"(100, 100)",constant,0.0005,0.4,0.36,5419,0.3
0,"(100, 75)",constant,0.001,0.1,0.36,5419,0.3
0,"(100, 75)",adaptive,0.0005,0.6,0.36,5419,0.3
0,"(100, 25)",invscaling,0.0001,0.6,0.36,5419,0.3
0,"(75, 100)",adaptive,0.001,0.2,0.36,5419,0.3
0,"(25, 100)",invscaling,0.001,0.5,0.36,5419,0.3
0.0001,100,constant,0.0005,0.6,0.36,5419,0.29
0.0001,75,adaptive,0.0005,0.6,0.36,5419,0.29
0.0001,25,invscaling,0.0005,0.8,0.36,5419,0.29
0.0001,"(75, 50)",invscaling,0.001,0.8,0.36,5419,0.29
0.0001,"(75, 50)",invscaling,0.001,0.9,0.36,5419,0.29
1E-05,"(100, 75)",invscaling,0.01,0.4,0.36,5419,0.29
1E-05,"(25, 100)",constant,0.001,0,0.36,5419,0.29
1E-06,100,invscaling,0.01,0.4,0.36,5419,0.29
1E-06,75,adaptive,0.0001,0.5,0.36,5419,0.29
1E-06,50,constant,0.0001,0.3,0.36,5419,0.29
1E-06,25,invscaling,0.0001,0.6,0.36,5419,0.29
1E-06,"(75, 75)",adaptive,0.001,0.2,0.36,5419,0.29
1E-06,"(50, 75)",adaptive,0.0005,0.6,0.36,5419,0.29
1E-06,"(25, 100)",constant,0.0001,0.8,0.36,5419,0.29
1E-06,"(25, 75)",invscaling,0.005,0.8,0.36,5419,0.29
1E-07,75,adaptive,0.0005,0.7,0.36,5419,0.29
1E-07,50,adaptive,0.0005,0.2,0.36,5419,0.29
1E-07,"(100, 100)",constant,0.0001,0.4,0.36,5419,0.29
1E-07,"(100, 100)",invscaling,0.01,0.5,0.36,5419,0.29
1E-07,"(100, 75)",constant,0.0005,0,0.36,5419,0.29
1E-07,"(100, 50)",constant,0.0005,0.5,0.36,5419,0.29
1E-07,"(100, 25)",constant,0.0005,0.3,0.36,5419,0.29
1E-07,"(100, 25)",adaptive,0.0001,0.3,0.36,5419,0.29
1E-07,"(75, 75)",invscaling,0.01,0.4,0.36,5419,0.29
1E-07,"(50, 100)",constant,0.0001,0.5,0.36,5419,0.29
1E-07,"(50, 50)",adaptive,0.0001,0.6,0.36,5419,0.29
0,75,adaptive,0.0001,0.8,0.36,5419,0.29
0,"(100, 100)",invscaling,0.0001,0.5,0.36,5419,0.29
0,"(100, 100)",invscaling,0.01,0.1,0.36,5419,0.29
0,"(100, 75)",constant,0.0001,0.1,0.36,5419,0.29
0,"(50, 75)",invscaling,0.01,0.8,0.36,5419,0.29
0,"(25, 100)",adaptive,0.0001,0.9,0.36,5419,0.29
0,"(25, 25)",invscaling,0.0005,0.1,0.36,5419,0.29
0.0001,100,constant,0.0001,0.3,0.36,5419,0.28
0.0001,100,invscaling,0.001,0,0.36,5419,0.28
0.0001,"(100, 75)",adaptive,0.0001,0.7,0.36,5419,0.28
0.0001,"(100, 25)",constant,0.0001,0.2,0.36,5419,0.28
0.0001,"(75, 100)",invscaling,0.001,0,0.36,5419,0.28
0.0001,"(75, 25)",constant,0.001,0.2,0.36,5419,0.28
0.0001,"(50, 25)",invscaling,0.001,0.2,0.36,5419,0.28
0.0001,"(25, 100)",adaptive,0.0005,0.6,0.36,5419,0.28
1E-05,75,adaptive,0.001,0.5,0.36,5419,0.28
1E-05,50,adaptive,0.0005,0.2,0.36,5419,0.28
1E-05,25,constant,0.0001,0.1,0.36,5419,0.28
1E-06,75,constant,0.0005,0.1,0.36,5419,0.28
1E-06,25,invscaling,0.0005,1,0.36,5419,0.28
1E-06,"(75, 50)",constant,0.0005,0.2,0.36,5419,0.28
1E-06,"(50, 75)",invscaling,0.005,0.4,0.36,5419,0.28
1E-06,"(25, 25)",adaptive,0.0005,0.1,0.36,5419,0.28
1E-07,100,invscaling,0.001,0.5,0.36,5419,0.28
1E-07,"(100, 50)",constant,0.0005,0,0.36,5419,0.28
1E-07,"(50, 25)",adaptive,0.001,0.2,0.36,5419,0.28
1E-07,"(25, 50)",adaptive,0.0001,0.8,0.36,5419,0.28
0,25,constant,0.0005,0.7,0.36,5419,0.28
0,25,adaptive,0.0001,0.8,0.36,5419,0.28
0,"(100, 75)",adaptive,0.0005,0.5,0.36,5419,0.28
0,"(50, 75)",constant,0.0001,0.3,0.36,5419,0.28
0,"(50, 75)",invscaling,0.01,0.7,0.36,5419,0.28
0,"(25, 100)",adaptive,0.0001,0.4,0.36,5419,0.28
0.0001,"(100, 75)",adaptive,0.0001,0.5,0.36,5419,0.27
0.0001,"(100, 25)",invscaling,0.0001,1,0.36,5419,0.27
0.0001,"(75, 50)",invscaling,0.0001,0.3,0.36,5419,0.27
1E-05,"(100, 75)",invscaling,0.01,0.5,0.36,5419,0.27
1E-05,"(50, 75)",invscaling,0.01,0.7,0.36,5419,0.27
1E-06,"(75, 50)",invscaling,0.001,0,0.36,5419,0.27
1E-06,"(75, 50)",adaptive,0.0005,0,0.36,5419,0.27
1E-06,"(25, 50)",adaptive,0.0005,0.5,0.36,5419,0.27
0,100,adaptive,0.0005,0.5,0.36,5419,0.27
0,"(25, 75)",invscaling,0.01,0,0.36,5419,0.27
0.0001,"(100, 25)",constant,0.001,0.1,0.36,5419,0.26
0.0001,"(75, 100)",adaptive,0.001,0.1,0.36,5419,0.26
0.0001,"(50, 25)",invscaling,0.001,0,0.36,5419,0.26
0.0001,"(25, 50)",invscaling,0.001,0,0.36,5419,0.26
1E-05,"(100, 100)",invscaling,0.0005,0.6,0.36,5419,0.26
1E-05,"(25, 75)",invscaling,0.01,0.1,0.36,5419,0.26
1E-05,"(25, 75)",adaptive,0.0005,0.1,0.36,5419,0.26
1E-05,"(25, 50)",constant,0.0005,0.5,0.36,5419,0.26
1E-06,100,constant,0.001,0.2,0.36,5419,0.26
1E-06,"(100, 50)",constant,0.0005,0,0.36,5419,0.26
1E-06,"(75, 25)",constant,0.0005,0.4,0.36,5419,0.26
1E-06,"(75, 25)",invscaling,0.001,0.8,0.36,5419,0.26
1E-06,"(50, 75)",invscaling,0.0001,0.8,0.36,5419,0.26
1E-07,75,invscaling,0.0001,0.5,0.36,5419,0.26
1E-07,"(100, 100)",constant,0.0001,0.7,0.36,5419,0.26
1E-07,"(100, 75)",invscaling,0.001,0.9,0.36,5419,0.26
1E-07,"(50, 25)",adaptive,0.0005,0.5,0.36,5419,0.26
1E-07,"(25, 75)",invscaling,0.0005,0.3,0.36,5419,0.26
0,100,invscaling,0.001,0,0.36,5419,0.26
0,"(50, 75)",invscaling,0.005,0.6,0.36,5419,0.26
0,"(50, 25)",adaptive,0.0001,0.7,0.36,5419,0.26
0.0001,"(75, 75)",invscaling,0.005,0.7,0.36,5419,0.25
0.0001,"(25, 100)",invscaling,0.0001,0.7,0.36,5419,0.25
1E-05,25,adaptive,0.001,0.1,0.36,5419,0.25
1E-06,75,invscaling,0.005,0.3,0.36,5419,0.25
1E-06,"(75, 50)",adaptive,0.0001,0.2,0.36,5419,0.25
1E-07,75,invscaling,0.01,0.8,0.36,5419,0.25
1E-07,50,adaptive,0.0005,0,0.36,5419,0.25
1E-07,"(75, 50)",constant,0.0001,0.8,0.36,5419,0.25
1E-07,"(25, 25)",invscaling,0.01,0.4,0.36,5419,0.25
0,"(50, 100)",adaptive,0.001,0.1,0.36,5419,0.25
0,"(50, 50)",constant,0.0001,0.4,0.36,5419,0.25
1E-06,75,adaptive,0.0001,0.7,0.36,5419,0.24
0.0001,"(25, 25)",invscaling,0.005,0.2,0.36,5419,0.23
1E-05,75,invscaling,0.0005,0.8,0.36,5419,0.23
1E-05,"(50, 100)",invscaling,0.0001,0.1,0.36,5419,0.23
1E-07,100,invscaling,0.001,0.6,0.36,5419,0.23
1E-07,"(100, 100)",adaptive,0.0001,0.1,0.36,5419,0.23
1E-07,"(100, 100)",adaptive,0.0001,0.3,0.36,5419,0.23
1E-07,"(100, 25)",invscaling,0.0001,1,0.36,5419,0.23
1E-07,"(75, 50)",invscaling,0.001,0.5,0.36,5419,0.23
0.0001,25,constant,0.0001,0.7,0.36,5419,0.22
0.0001,"(75, 100)",invscaling,0.005,0.2,0.36,5419,0.22
0.0001,"(50, 25)",invscaling,0.001,0.8,0.36,5419,0.22
0.0001,"(25, 50)",invscaling,0.005,0.3,0.36,5419,0.22
0.0001,"(25, 25)",constant,0.0001,0.7,0.36,5419,0.22
1E-05,100,invscaling,0.01,0.8,0.36,5419,0.22
1E-05,"(75, 25)",invscaling,0.01,0.6,0.36,5419,0.22
1E-05,"(25, 25)",adaptive,0.0001,0.1,0.36,5419,0.22
1E-06,"(100, 75)",constant,0.0005,0,0.36,5419,0.22
1E-06,"(50, 50)",invscaling,0.001,0.7,0.36,5419,0.22
1E-06,"(25, 100)",constant,0.0005,0.6,0.36,5419,0.22
1E-06,"(25, 75)",adaptive,0.001,0.1,0.36,5419,0.22
0,"(75, 50)",adaptive,0.001,0.4,0.36,5419,0.22
1E-06,100,invscaling,0.0005,0.5,0.36,5419,0.21
1E-06,75,invscaling,0.01,0.4,0.36,5419,0.21
1E-06,"(50, 50)",constant,0.0001,0.1,0.36,5419,0.21
1E-07,"(100, 25)",adaptive,0.0001,0.9,0.36,5419,0.21
0.0001,100,constant,0.0001,0.4,0.36,5419,0.2
1E-07,50,invscaling,0.0001,0.4,0.36,5419,0.2
1E-07,"(75, 75)",invscaling,0.001,0.3,0.36,5419,0.2
1E-07,"(50, 25)",invscaling,0.01,0.8,0.36,5419,0.2
1E-07,"(25, 25)",adaptive,0.0005,0,0.36,5419,0.2
1E-06,100,constant,0.0001,0.7,0.36,5419,0.19
0,100,adaptive,0.0001,0.1,0.36,5419,0.19
0.0001,"(75, 100)",invscaling,0.0005,0.2,0.36,5419,0.18
1E-07,"(100, 75)",invscaling,0.01,0.5,0.36,5419,0.18
0.0001,"(50, 100)",adaptive,0.005,0.6,0.32,6963,0.61
0,"(25, 100)",constant,0.01,0.5,0.32,6963,0.6
1E-05,"(75, 25)",adaptive,0.005,0.5,0.32,6963,0.58
1E-05,"(25, 100)",adaptive,0.01,0.3,0.32,6963,0.55
1E-07,"(75, 50)",adaptive,0.005,0,0.32,6963,0.52
0.0001,75,adaptive,0.005,0.6,0.32,6963,0.51
0.0001,"(50, 75)",adaptive,0.0001,1,0.32,6963,0.51
0.0001,"(25, 50)",adaptive,0.005,0.5,0.32,6963,0.51
1E-05,"(50, 50)",adaptive,0.01,0.4,0.32,6963,0.51
1E-05,"(50, 25)",constant,0.01,0,0.32,6963,0.51
1E-05,"(25, 100)",adaptive,0.005,0.1,0.32,6963,0.51
1E-06,"(25, 25)",adaptive,0.005,0.7,0.32,6963,0.51
1E-07,"(25, 25)",adaptive,0.005,0.7,0.32,6963,0.51
0,"(50, 75)",constant,0.01,0.1,0.32,6963,0.51
0.0001,100,adaptive,0.005,0.1,0.32,6963,0.5
0.0001,"(25, 50)",constant,0.001,0.3,0.32,6963,0.5
1E-05,"(75, 100)",adaptive,0.01,0.1,0.32,6963,0.5
1E-06,"(25, 50)",constant,0.01,0,0.32,6963,0.5
1E-07,"(75, 75)",adaptive,0.001,0,0.32,6963,0.5
1E-07,"(50, 100)",constant,0.005,0.3,0.32,6963,0.5
0,"(75, 50)",constant,0.001,0.9,0.32,6963,0.5
0,"(75, 50)",constant,0.01,0,0.32,6963,0.5
0.0001,"(100, 50)",adaptive,0.005,0,0.32,6963,0.49
1E-05,25,adaptive,0.005,0.5,0.32,6963,0.49
1E-05,"(75, 100)",constant,0.001,0.9,0.32,6963,0.49
1E-05,"(25, 75)",constant,0.01,0.2,0.32,6963,0.49
1E-06,"(50, 25)",adaptive,0.005,0.5,0.32,6963,0.49
0,"(100, 50)",adaptive,0.005,0.2,0.32,6963,0.49
0.0001,"(50, 50)",adaptive,0.0001,1,0.32,6963,0.48
0.0001,"(25, 100)",constant,0.005,0.4,0.32,6963,0.48
1E-05,50,adaptive,0.001,0.8,0.32,6963,0.48
1E-05,"(100, 100)",adaptive,0.001,0.8,0.32,6963,0.48
1E-05,"(50, 50)",adaptive,0.005,0.1,0.32,6963,0.48
1E-06,25,adaptive,0.01,0.4,0.32,6963,0.48
0,50,adaptive,0.005,0,0.32,6963,0.48
0,"(50, 100)",adaptive,0.0001,1,0.32,6963,0.48
0.0001,100,invscaling,0.01,0.9,0.32,6963,0.47
0.0001,50,constant,0.005,0.6,0.32,6963,0.47
0.0001,"(50, 50)",constant,0.001,0.6,0.32,6963,0.47
0.0001,"(50, 50)",adaptive,0.001,0.8,0.32,6963,0.47
1E-05,"(100, 75)",adaptive,0.001,0.4,0.32,6963,0.47
1E-05,"(25, 100)",constant,0.0005,0.8,0.32,6963,0.47
1E-06,50,adaptive,0.0005,0.6,0.32,6963,0.47
1E-06,"(100, 75)",constant,0.005,0.2,0.32,6963,0.47
1E-06,"(50, 50)",adaptive,0.005,0,0.32,6963,0.47
1E-06,"(25, 100)",constant,0.005,0.3,0.32,6963,0.47
1E-06,"(25, 75)",adaptive,0.001,0.9,0.32,6963,0.47
1E-07,25,adaptive,0.001,1,0.32,6963,0.47
0,"(100, 50)",adaptive,0.001,0.1,0.32,6963,0.47
0,"(75, 100)",constant,0.005,0.3,0.32,6963,0.47
0,"(75, 75)",constant,0.005,0,0.32,6963,0.47
0,"(50, 50)",adaptive,0.005,0.2,0.32,6963,0.47
0,"(25, 100)",constant,0.001,1,0.32,6963,0.47
0.0001,25,adaptive,0.005,0.2,0.32,6963,0.46
0.0001,"(100, 25)",adaptive,0.005,0.4,0.32,6963,0.46
0.0001,"(75, 25)",constant,0.001,0.6,0.32,6963,0.46
0.0001,"(25, 75)",constant,0.0005,0.9,0.32,6963,0.46
0.0001,"(25, 75)",adaptive,0.001,0.8,0.32,6963,0.46
1E-05,50,constant,0.005,0.4,0.32,6963,0.46
1E-05,"(100, 25)",constant,0.001,0.7,0.32,6963,0.46
1E-05,"(75, 75)",adaptive,0.005,0.1,0.32,6963,0.46
1E-05,"(75, 50)",adaptive,0.0001,0.6,0.32,6963,0.46
1E-06,"(100, 50)",adaptive,0.005,0.4,0.32,6963,0.46
1E-06,"(75, 50)",constant,0.001,0.6,0.32,6963,0.46
1E-06,"(25, 75)",adaptive,0.01,0.1,0.32,6963,0.46
1E-07,100,adaptive,0.005,0.3,0.32,6963,0.46
1E-07,"(100, 25)",constant,0.005,0.2,0.32,6963,0.46
1E-07,"(100, 25)",invscaling,0.01,1,0.32,6963,0.46
1E-07,"(100, 25)",adaptive,0.005,0.1,0.32,6963,0.46
1E-07,"(75, 100)",adaptive,0.005,0.3,0.32,6963,0.46
1E-07,"(25, 100)",adaptive,0.005,0.1,0.32,6963,0.46
1E-07,"(25, 25)",constant,0.001,0.5,0.32,6963,0.46
0,75,adaptive,0.0005,0.9,0.32,6963,0.46
0,50,constant,0.001,0.8,0.32,6963,0.46
0,50,adaptive,0.005,0.3,0.32,6963,0.46
0,50,adaptive,0.01,0.1,0.32,6963,0.46
0,25,constant,0.005,0.6,0.32,6963,0.46
0,"(100, 100)",constant,0.005,0.2,0.32,6963,0.46
0,"(100, 100)",invscaling,0.01,1,0.32,6963,0.46
0,"(100, 75)",constant,0.001,0.5,0.32,6963,0.46
0,"(75, 100)",adaptive,0.001,0.4,0.32,6963,0.46
0,"(75, 75)",constant,0.001,0.7,0.32,6963,0.46
0.0001,75,adaptive,0.005,0.2,0.32,6963,0.45
0.0001,50,constant,0.01,0,0.32,6963,0.45
0.0001,"(100, 75)",constant,0.005,0.1,0.32,6963,0.45
0.0001,"(75, 75)",adaptive,0.0001,0.5,0.32,6963,0.45
0.0001,"(50, 75)",adaptive,0.005,0.5,0.32,6963,0.45
0.0001,"(50, 25)",constant,0.0001,1,0.32,6963,0.45
0.0001,"(25, 50)",constant,0.01,0.2,0.32,6963,0.45
1E-05,75,constant,0.0005,0.9,0.32,6963,0.45
1E-05,50,adaptive,0.0005,0.9,0.32,6963,0.45
1E-05,25,constant,0.005,0.3,0.32,6963,0.45
1E-05,"(100, 50)",adaptive,0.0005,0.9,0.32,6963,0.45
1E-05,"(100, 50)",adaptive,0.005,0.2,0.32,6963,0.45
1E-05,"(75, 75)",constant,0.005,0.4,0.32,6963,0.45
1E-05,"(25, 100)",constant,0.005,0,0.32,6963,0.45
1E-06,75,constant,0.001,0.9,0.32,6963,0.45
1E-06,"(100, 100)",adaptive,0.01,0.2,0.32,6963,0.45
1E-06,"(75, 75)",adaptive,0.001,0.3,0.32,6963,0.45
1E-06,"(25, 50)",constant,0.005,0.1,0.32,6963,0.45
1E-07,"(100, 75)",adaptive,0.001,0.7,0.32,6963,0.45
1E-07,"(100, 50)",adaptive,0.001,0.7,0.32,6963,0.45
1E-07,"(100, 25)",adaptive,0.005,0.3,0.32,6963,0.45
1E-07,"(25, 100)",constant,0.0005,0.7,0.32,6963,0.45
0,100,adaptive,0.0005,0.9,0.32,6963,0.45
0,100,adaptive,0.001,0.6,0.32,6963,0.45
0,"(100, 75)",adaptive,0.005,0.4,0.32,6963,0.45
0,"(100, 50)",constant,0.005,0.2,0.32,6963,0.45
0.0001,100,adaptive,0.001,0.1,0.32,6963,0.44
0.0001,100,adaptive,0.005,0,0.32,6963,0.44
0.0001,"(75, 100)",adaptive,0.001,0.8,0.32,6963,0.44
0.0001,"(50, 25)",constant,0.0005,0,0.32,6963,0.44
0.0001,"(25, 75)",constant,0.005,0.3,0.32,6963,0.44
1E-05,"(100, 50)",constant,0.001,0.6,0.32,6963,0.44
1E-05,"(50, 75)",constant,0.005,0.3,0.32,6963,0.44
1E-05,"(50, 50)",adaptive,0.0005,0.7,0.32,6963,0.44
1E-05,"(25, 25)",constant,0.001,0.9,0.32,6963,0.44
1E-06,100,adaptive,0.005,0.5,0.32,6963,0.44
1E-06,25,adaptive,0.005,0.2,0.32,6963,0.44
1E-06,"(100, 75)",constant,0.0001,1,0.32,6963,0.44
1E-06,"(100, 50)",constant,0.0005,0.7,0.32,6963,0.44
1E-06,"(100, 50)",constant,0.001,0.4,0.32,6963,0.44
1E-06,"(100, 25)",adaptive,0.001,0.3,0.32,6963,0.44
1E-06,"(75, 100)",constant,0.005,0.2,0.32,6963,0.44
1E-06,"(75, 75)",constant,0.0005,0.9,0.32,6963,0.44
1E-06,"(50, 25)",adaptive,0.005,0.1,0.32,6963,0.44
1E-07,75,constant,0.005,0.3,0.32,6963,0.44
1E-07,"(100, 50)",adaptive,0.0001,1,0.32,6963,0.44
1E-07,"(75, 25)",constant,0.0005,0.5,0.32,6963,0.44
1E-07,"(25, 75)",constant,0.001,0.9,0.32,6963,0.44
1E-07,"(25, 25)",adaptive,0.0005,0.9,0.32,6963,0.44
0,"(75, 75)",constant,0.0001,0.9,0.32,6963,0.44
0,"(75, 75)",invscaling,0.005,1,0.32,6963,0.44
0,"(50, 25)",invscaling,0.005,1,0.32,6963,0.44
0,"(25, 25)",adaptive,0.005,0.6,0.32,6963,0.44
0.0001,50,adaptive,0.0005,0.9,0.32,6963,0.43
0.0001,25,invscaling,0.005,1,0.32,6963,0.43
0.0001,"(100, 50)",constant,0.005,0,0.32,6963,0.43
0.0001,"(100, 50)",adaptive,0.005,0.5,0.32,6963,0.43
0.0001,"(100, 25)",adaptive,0.005,0.5,0.32,6963,0.43
0.0001,"(75, 75)",constant,0.0005,0.9,0.32,6963,0.43
0.0001,"(75, 25)",constant,0.005,0.5,0.32,6963,0.43
0.0001,"(25, 75)",adaptive,0.005,0.5,0.32,6963,0.43
1E-05,75,constant,0.0001,1,0.32,6963,0.43
1E-05,75,constant,0.001,0.6,0.32,6963,0.43
1E-05,50,constant,0.005,0.1,0.32,6963,0.43
1E-05,25,adaptive,0.005,0.4,0.32,6963,0.43
1E-05,"(50, 100)",constant,0.005,0,0.32,6963,0.43
1E-05,"(50, 50)",constant,0.0005,0.6,0.32,6963,0.43
1E-05,"(50, 50)",adaptive,0.005,0.2,0.32,6963,0.43
1E-06,75,adaptive,0.0005,0.1,0.32,6963,0.43
1E-06,"(75, 100)",adaptive,0.005,0,0.32,6963,0.43
1E-06,"(50, 50)",constant,0.0005,0.3,0.32,6963,0.43
1E-06,"(50, 50)",constant,0.005,0.2,0.32,6963,0.43
1E-06,"(25, 100)",adaptive,0.005,0.3,0.32,6963,0.43
1E-06,"(25, 25)",constant,0.0005,0.9,0.32,6963,0.43
1E-07,50,constant,0.001,0.6,0.32,6963,0.43
1E-07,25,adaptive,0.0005,0.9,0.32,6963,0.43
1E-07,"(100, 25)",constant,0.005,0.4,0.32,6963,0.43
1E-07,"(75, 75)",adaptive,0.0001,1,0.32,6963,0.43
1E-07,"(75, 25)",invscaling,0.001,0,0.32,6963,0.43
1E-07,"(50, 50)",constant,0.0005,0.2,0.32,6963,0.43
1E-07,"(25, 75)",constant,0.0005,0.8,0.32,6963,0.43
0,100,adaptive,0.0005,0,0.32,6963,0.43
0,"(75, 75)",adaptive,0.001,0.6,0.32,6963,0.43
0,"(75, 25)",constant,0.001,0.8,0.32,6963,0.43
0,"(25, 100)",adaptive,0.005,0,0.32,6963,0.43
0.0001,75,invscaling,0.001,1,0.32,6963,0.42
0.0001,50,adaptive,0.001,0.3,0.32,6963,0.42
0.0001,25,constant,0.001,0.6,0.32,6963,0.42
0.0001,"(100, 100)",adaptive,0.005,0.1,0.32,6963,0.42
0.0001,"(100, 75)",constant,0.0005,0.3,0.32,6963,0.42
0.0001,"(100, 75)",adaptive,0.001,0.7,0.32,6963,0.42
0.0001,"(100, 25)",constant,0.0005,0.8,0.32,6963,0.42
0.0001,"(100, 25)",adaptive,0.001,0.7,0.32,6963,0.42
0.0001,"(75, 75)",constant,0.001,0.6,0.32,6963,0.42
0.0001,"(75, 75)",adaptive,0.0005,0.7,0.32,6963,0.42
0.0001,"(75, 25)",constant,0.001,0.5,0.32,6963,0.42
0.0001,"(50, 100)",adaptive,0.005,0.3,0.32,6963,0.42
0.0001,"(50, 75)",adaptive,0.001,0.7,0.32,6963,0.42
0.0001,"(50, 75)",adaptive,0.005,0.4,0.32,6963,0.42
0.0001,"(50, 50)",constant,0.0001,1,0.32,6963,0.42
0.0001,"(50, 50)",constant,0.001,0.3,0.32,6963,0.42
0.0001,"(50, 25)",adaptive,0.0001,1,0.32,6963,0.42
0.0001,"(50, 25)",adaptive,0.005,0.2,0.32,6963,0.42
0.0001,"(25, 100)",constant,0.001,0.6,0.32,6963,0.42
0.0001,"(25, 25)",invscaling,0.01,0.9,0.32,6963,0.42
0.0001,"(25, 25)",adaptive,0.0005,0.8,0.32,6963,0.42
1E-05,100,constant,0.001,0.2,0.32,6963,0.42
1E-05,100,adaptive,0.001,0,0.32,6963,0.42
1E-05,100,adaptive,0.001,0.3,0.32,6963,0.42
1E-05,50,adaptive,0.005,0.2,0.32,6963,0.42
1E-05,25,invscaling,0.005,1,0.32,6963,0.42
1E-05,"(100, 100)",adaptive,0.0001,0.9,0.32,6963,0.42
1E-05,"(100, 25)",constant,0.01,0,0.32,6963,0.42
1E-05,"(75, 100)",constant,0.0005,0.5,0.32,6963,0.42
1E-05,"(75, 100)",constant,0.0005,1,0.32,6963,0.42
1E-05,"(75, 75)",adaptive,0.0005,0.7,0.32,6963,0.42
1E-05,"(75, 50)",constant,0.0001,0.8,0.32,6963,0.42
1E-05,"(50, 100)",adaptive,0.001,0,0.32,6963,0.42
1E-05,"(50, 100)",adaptive,0.001,0.1,0.32,6963,0.42
1E-05,"(50, 75)",invscaling,0.001,1,0.32,6963,0.42
1E-05,"(25, 50)",adaptive,0.001,0.1,0.32,6963,0.42
1E-06,100,constant,0.005,0.5,0.32,6963,0.42
1E-06,100,adaptive,0.001,0.5,0.32,6963,0.42
1E-06,50,invscaling,0.0005,1,0.32,6963,0.42
1E-06,25,adaptive,0.005,0.5,0.32,6963,0.42
1E-06,"(100, 75)",adaptive,0.001,0.7,0.32,6963,0.42
1E-06,"(100, 50)",adaptive,0.001,0.5,0.32,6963,0.42
1E-06,"(100, 25)",constant,0.005,0,0.32,6963,0.42
1E-06,"(75, 75)",constant,0.001,0.8,0.32,6963,0.42
1E-06,"(75, 75)",adaptive,0.0005,0.3,0.32,6963,0.42
1E-06,"(75, 50)",constant,0.001,0.3,0.32,6963,0.42
1E-06,"(75, 50)",constant,0.005,0.4,0.32,6963,0.42
1E-06,"(75, 50)",adaptive,0.0005,0.1,0.32,6963,0.42
1E-06,"(75, 50)",adaptive,0.001,0.4,0.32,6963,0.42
1E-06,"(75, 25)",adaptive,0.001,0.6,0.32,6963,0.42
1E-06,"(50, 100)",adaptive,0.001,0.4,0.32,6963,0.42
1E-06,"(50, 75)",adaptive,0.0005,0.7,0.32,6963,0.42
1E-06,"(50, 50)",adaptive,0.0001,1,0.32,6963,0.42
1E-06,"(25, 100)",adaptive,0.001,0.6,0.32,6963,0.42
1E-06,"(25, 75)",adaptive,0.005,0.1,0.32,6963,0.42
1E-06,"(25, 50)",constant,0.001,0.9,0.32,6963,0.42
1E-06,"(25, 25)",adaptive,0.005,0,0.32,6963,0.42
1E-07,75,adaptive,0.001,0.1,0.32,6963,0.42
1E-07,50,adaptive,0.0005,0.6,0.32,6963,0.42
1E-07,50,adaptive,0.01,0.2,0.32,6963,0.42
1E-07,"(100, 100)",adaptive,0.0005,0.7,0.32,6963,0.42
1E-07,"(100, 100)",adaptive,0.005,0.1,0.32,6963,0.42
1E-07,"(100, 50)",constant,0.005,0,0.32,6963,0.42
1E-07,"(100, 25)",constant,0.0005,0.9,0.32,6963,0.42
1E-07,"(75, 100)",adaptive,0.0005,0.5,0.32,6963,0.42
1E-07,"(75, 50)",invscaling,0.0005,1,0.32,6963,0.42
1E-07,"(75, 50)",adaptive,0.0005,0.9,0.32,6963,0.42
1E-07,"(75, 25)",constant,0.001,0.7,0.32,6963,0.42
1E-07,"(50, 100)",constant,0.005,0,0.32,6963,0.42
1E-07,"(50, 100)",adaptive,0.0005,0.6,0.32,6963,0.42
1E-07,"(50, 25)",adaptive,0.0005,0.8,0.32,6963,0.42
1E-07,"(25, 100)",invscaling,0.005,1,0.32,6963,0.42
1E-07,"(25, 75)",constant,0.005,0.5,0.32,6963,0.42
